student id,teacher id,assessment,question number,relative question number,question group,points possible,points earned,exam started,exam completed,is honors student,is honors exam,standard,lesson,question_stem,response,score in 3 point scale,cleaned_response
STDT 7361,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-08-22 15:27:03,2019-08-22 15:31:30,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",the moon has less gravitational pull due to the fact that it has less mass and it is smaller.,2,the moon has less gravitational pull due to the fact that it has less mass and it is smaller.
STDT 7365,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2022-02-14 13:11:54,2022-02-14 13:40:38,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronts weight is diffrent because theres no gravity in space so he will float up instead of down. ,1, an astronts weight is diffrent because theres no gravity in space so he will float up instead of down. 
STDT 7366,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2020-08-11 10:39:04,2020-08-11 10:49:33,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Weight is different on the moon then Earth because the moon has no gravity but Earth does. ,1, weight is different on the moon then earth because the moon has no gravity but earth does. 
STDT 7369,TCH 23,01.01 Gravitational Law,65,19,7,4,1,2022-09-12 14:34:03,2022-09-12 14:48:55,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", When the human body touches the moon they have no gravity and when u have no gravity u don't weigh anything so u can jump high. But when the human body touches the earth u have weight because the earth has gravity. The earth and the moon are different the earth has gravity but the moon dosent have gravity.  ,0, when the human body touches the moon they have no gravity and when u have no gravity u do not weigh anything so u can jump high. but when the human body touches the earth u have weight because the earth has gravity. the earth and the moon are different the earth has gravity but the moon dosent have gravity.  
STDT 7371,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-06-20 21:16:51,2020-06-20 22:59:37,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",An Astronaut weighs less on the moon than on earth because there is greater gravitational force.,2,an astronaut weighs less on the moon than on earth because there is greater gravitational force.
STDT 7374,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-09-23 16:02:56,2022-09-23 16:10:33,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", On the moon your weight is different than on earth so if you were to go to the moon you will be lighter than you are on earth but whenever you go back to earth  there is 100% you will come back the same weight.   ,2, on the moon your weight is different than on earth so if you were to go to the moon you will be lighter than you are on earth but whenever you go back to earth  there is 100% you will come back the same weight.   
STDT 7382,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-09-02 11:20:53,2020-09-02 11:30:04,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", the gravity decreases   ,2, the gravity decreases   
STDT 7384,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-10-03 15:53:05,2021-10-03 16:08:11,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", because the gravitational force on the moon witch is less than on earth. ,2, because the gravitational force on the moon witch is less than on earth. 
STDT 7386,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-12-02 22:11:15,2020-12-02 22:59:08,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Objects on the moon way less then on earth so your going to weigh different  on the moon then earth because gravitational fields strength is less on the moon they can jump higher on moon then on earth your floating on the moon earth your walking. ,2, objects on the moon way less then on earth so your going to weigh different  on the moon then earth because gravitational fields strength is less on the moon they can jump higher on moon then on earth your floating on the moon earth your walking. 
STDT 7387,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2022-01-12 14:19:56,2022-01-13 09:51:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", On the moon there is no gravity so there is less pull on the astronaut which would result in less weight. When there is no gravity to hold you down like on the moon you will float. On Earth there is gravity and we have more weight holding us down.  ,1, on the moon there is no gravity so there is less pull on the astronaut which would result in less weight. when there is no gravity to hold you down like on the moon you will float. on earth there is gravity and we have more weight holding us down.  
STDT 7396,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-09-01 19:29:55,2020-09-01 19:40:05,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronauts weight is less on the moon than on Earth.  This is because the moon has less gravity than earth does. ,2, an astronauts weight is less on the moon than on earth.  this is because the moon has less gravity than earth does. 
STDT 7397,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-08-12 09:36:16,2021-08-12 09:45:37,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," There is more gravity on the Earth than on the Moon. Your weight depends on the gravity, so you weigh less on the Moon. ",2," there is more gravity on the earth than on the moon. your weight depends on the gravity, so you weigh less on the moon. "
STDT 7401,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-05-28 19:34:01,2020-06-02 11:19:02,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Because the moon dose not have as much mass as the earth so the gravitational force is decreased,2, because the moon dose not have as much mass as the earth so the gravitational force is decreased
STDT 7405,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-08-17 14:20:19,2021-08-20 17:39:42,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," An astronaut's weight would be different on the moon because the gravitational pull on the moon is a lot smaller than on earth.  Since the Earth has more gravity, the astronaut's weight will be more although the mass will stay the same.       ",2," an astronaut's weight would be different on the moon because the gravitational pull on the moon is a lot smaller than on earth.  since the earth has more gravity, the astronaut's weight will be more although the mass will stay the same.       "
STDT 7407,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-09-28 20:54:25,2021-09-28 21:11:23,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The moon has a different gravitational pull. ,2, the moon has a different gravitational pull. 
STDT 7420,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-05-13 11:11:05,2021-05-13 12:16:32,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronauts weight on the moon will be less than it would if it was on the earth because of a difference in strength of gravity on the moon. The moons' gravitation force is determined by the mass and how big the moon is. That means if you walk or go on the moon your mass will stay the same as it is on earth but your weight will decrease. ,2, an astronauts weight on the moon will be less than it would if it was on the earth because of a difference in strength of gravity on the moon. the moons' gravitation force is determined by the mass and how big the moon is. that means if you walk or go on the moon your mass will stay the same as it is on earth but your weight will decrease. 
STDT 7424,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-03-22 13:13:49,2021-03-22 13:38:46,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Because of the difference in mass on each planet ,2, because of the difference in mass on each planet 
STDT 7429,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-05-13 17:32:04,2020-05-13 17:36:47,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Because there is less gravity on the moon, the astronaut weighs less than he would on Earth.",2," because there is less gravity on the moon, the astronaut weighs less than he would on earth."
STDT 7430,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-11-05 08:49:33,2019-11-05 09:04:11,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",Your weight on the Moon is different from your weight on Earth because there is less gravity on the Moon than Earth your weight on earth is more because there is more gravity pulling on you increasing your weight than on the Moon with less gravity,2,your weight on the moon is different from your weight on earth because there is less gravity on the moon than earth your weight on earth is more because there is more gravity pulling on you increasing your weight than on the moon with less gravity
STDT 7431,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-03-14 11:34:10,2022-03-14 11:56:42,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The weight of an astronaut will increase on the earth because the gravitational strength is greater than the moon's gravitational strength therefore the moon will decrease their weight.  ,2, the weight of an astronaut will increase on the earth because the gravitational strength is greater than the moon's gravitational strength therefore the moon will decrease their weight.  
STDT 7436,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2022-09-13 09:07:01,2022-09-13 09:15:14,1,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Because there is more gravity in space than there is on Earth, although the astronauts' mass would stay the same. ",1," because there is more gravity in space than there is on earth, although the astronauts' mass would stay the same. "
STDT 7439,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-08-31 12:28:25,2020-08-31 13:07:31,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," On the moon, the astronaut would lighter because the moon has less mass than earth. It has less gravitational force. ",2," on the moon, the astronaut would lighter because the moon has less mass than earth. it has less gravitational force. "
STDT 7441,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-10-03 21:06:47,2019-10-03 21:55:53,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","An astronaut's weight is different on the moon than earth is because of the weight. The weight on the moon for an astronaut is lower than earth. For example, on earth an astronaut's weight is 175 and on the moon its 29 pounds (lb).",2,"an astronaut's weight is different on the moon than earth is because of the weight. the weight on the moon for an astronaut is lower than earth. for example, on earth an astronaut's weight is 175 and on the moon its 29 pounds (lb)."
STDT 5364,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2020-09-28 10:05:20,2020-09-29 15:35:30,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", the weight on the moon is less on earth bc the moon doesn't have gravity but on the other hand earth does ,1, the weight on the moon is less on earth bc the moon does not have gravity but on the other hand earth does 
STDT 3816,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2021-06-10 14:52:29,2021-06-10 16:12:09,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The astronaut's weight is different because there is no gravity on the moon and there is gravity on the earth.  ,1, the astronaut's weight is different because there is no gravity on the moon and there is gravity on the earth.  
STDT 7448,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-09-10 16:40:16,2020-09-10 16:50:08,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Because the gravitational pull on the moon is way different than the Earth's, a person's weight would decrease. ",2," because the gravitational pull on the moon is way different than the earth's, a person's weight would decrease. "
STDT 7449,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2020-09-15 13:58:42,2020-09-15 14:19:35,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", It is because the amount of force on an object and gravity. The earth has gravity and the moon does not have gravity.  ,1, it is because the amount of force on an object and gravity. the earth has gravity and the moon does not have gravity.  
STDT 7450,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-08-29 12:08:13,2019-08-29 12:23:57,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," An astronaut's weight is different because they are farther away from the center of the earth so they weigh less. Since the astronaut is up in space, he or she feels less the effect of gravitation, to the point that he or she can even float",2," an astronaut's weight is different because they are farther away from the center of the earth so they weigh less. since the astronaut is up in space, he or she feels less the effect of gravitation, to the point that he or she can even float"
STDT 7451,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-08-15 10:16:19,2019-08-15 10:22:43,1,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",On the moon the gravitational pull is not as strong so you are less affected by gravity and you aren't pushed down as much.,2,on the moon the gravitational pull is not as strong so you are less affected by gravity and you are not pushed down as much.
STDT 7452,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2019-10-11 10:36:20,2019-10-12 10:31:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",the astronaut's weight is different on the moon than it is on earth because on the moon there's no gravity anywhere besides earth.,1,the astronaut's weight is different on the moon than it is on earth because on the moon there's no gravity anywhere besides earth.
STDT 7453,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-04-06 19:00:56,2020-04-06 19:23:46,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","In my opinion, it would probably be because of the Surface gravity of the moon is 1.62 m/s2 while the earth is 9.81 m/s2.  ",2,"in my opinion, it would probably be because of the surface gravity of the moon is 1.62 m/s2 while the earth is 9.81 m/s2.  "
STDT 7454,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-11-16 11:59:02,2020-11-16 12:05:07,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Well the moon has less gravity then the earth makeing the Astronauts weight a mass of 100kg ,2, well the moon has less gravity then the earth makeing the astronauts weight a mass of 100kg 
STDT 7455,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-01-13 11:58:17,2021-01-13 12:18:04,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", When there is less gravity like on the moon you weigh more but when there is more gravity you weigh less like on earth because weight is the force of gravity on an object. ,2, when there is less gravity like on the moon you weigh more but when there is more gravity you weigh less like on earth because weight is the force of gravity on an object. 
STDT 7456,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-04-20 14:37:21,2022-04-20 14:51:16,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The Earth has more gravitiatonal pull than the moon does. So you would weigh more on Earth than the Moon because Earth is pulling you down to it more. ,2, the earth has more gravitiatonal pull than the moon does. so you would weigh more on earth than the moon because earth is pulling you down to it more. 
STDT 7458,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-09-16 11:20:46,2021-09-16 12:11:56,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The reason an astronaut's weight changes on the moon than on Earth, is because it is smaller than Earth and so there is a less gravitational pull than on Earth, so the astronaut will be lighter on the moon than on Earth.  ",2," the reason an astronaut's weight changes on the moon than on earth, is because it is smaller than earth and so there is a less gravitational pull than on earth, so the astronaut will be lighter on the moon than on earth.  "
STDT 7463,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-08-04 11:30:39,2022-08-04 13:24:29,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Well, on the moon there is less gravity. But, on earth there is more gravity. Which is why on the moon astronauts weight is less. And which is also why, on earth astronauts weight is more than on the moon. - sorry if my answer is not long, just email me if it needs to be longer. And, also sorry if it mostly matches the lesson, I tried my best to reword it. :) ",2," well, on the moon there is less gravity. but, on earth there is more gravity. which is why on the moon astronauts weight is less. and which is also why, on earth astronauts weight is more than on the moon. - sorry if my answer is not long, just email me if it needs to be longer. and, also sorry if it mostly matches the lesson, i tried my best to reword it. :) "
STDT 7466,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-12-14 19:11:36,2021-12-14 19:17:11,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," On Earth there's more gravity, so the astronaut weighs more. On the moon there is less gravity, so the astronaut weighs less.  ",2," on earth there's more gravity, so the astronaut weighs more. on the moon there is less gravity, so the astronaut weighs less.  "
STDT 7467,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-07-15 13:56:30,2019-07-15 14:03:30,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The astronaut's weight is different on the moon than it is on Earth, Beacuse there is less gravity on the moon. Beacuse the moon is smaller, He would way more on earth then the moon.",2," the astronaut's weight is different on the moon than it is on earth, beacuse there is less gravity on the moon. beacuse the moon is smaller, he would way more on earth then the moon."
STDT 7468,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-11-15 21:33:55,2021-11-15 21:41:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The moon has less mass than the Earth causing it to have a smaller gravitational pull on the astronaut. This will make his weight less than on Earth. ,2, the moon has less mass than the earth causing it to have a smaller gravitational pull on the astronaut. this will make his weight less than on earth. 
STDT 7469,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-07-16 15:33:20,2020-07-16 15:44:28,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","The Earth has more gravity and the moon only has 20% of gravity. So on the moon you are measured by newtons, so you weigh less  on the moon than on the  Earth. ",2,"the earth has more gravity and the moon only has 20% of gravity. so on the moon you are measured by newtons, so you weigh less  on the moon than on the  earth. "
STDT 7471,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2019-05-28 09:15:44,2019-05-28 09:26:34,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", your mass is measured in kilograms (kg) and your weight is measured in pounds. It also depends on location.,1, your mass is measured in kilograms (kg) and your weight is measured in pounds. it also depends on location.
STDT 7473,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2021-03-10 11:59:35,2021-03-10 12:38:54,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", gravitational force is not there so it doesn't  matter how much they way they will slowly be pulled near earth. ` ,1, gravitational force is not there so it does not  matter how much they way they will slowly be pulled near earth. ` 
STDT 7480,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-05-12 16:51:36,2022-05-12 17:10:09,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut's weight is different on the moon than it is on Earth because the weight of an object decreases in a place with less gravity. ,2, an astronaut's weight is different on the moon than it is on earth because the weight of an object decreases in a place with less gravity. 
STDT 7483,TCH 23,01.01 Gravitational Law,65,19,7,4,1,2020-06-08 18:49:28,2020-06-08 18:58:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",Because on earth your mass it is measured in kilograms (kg) and your weight is measured in pounds (Ib) or in way scientific way newtons (N).,0,because on earth your mass it is measured in kilograms (kg) and your weight is measured in pounds (ib) or in way scientific way newtons (n).
STDT 7484,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-01-24 13:24:52,2022-01-24 14:13:32,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", Because there is a stronger gravitational force on earth than on the moon  ,2, because there is a stronger gravitational force on earth than on the moon  
STDT 7494,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-08-26 11:43:26,2021-08-28 01:36:57,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", The less mess a planet has the less gravity is on the planet which eagles to less of the astronaut's weight ,2, the less mess a planet has the less gravity is on the planet which eagles to less of the astronaut's weight 
STDT 7495,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-06-28 19:10:36,2021-06-28 19:39:56,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", It is because the weight on the moon is less than it is on Earth because there is a diffrent strength of gravity. ,2, it is because the weight on the moon is less than it is on earth because there is a diffrent strength of gravity. 
STDT 7496,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-12-02 10:36:24,2020-12-02 10:44:23,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The moon has less mass, therefore it has less of a gravitational pull making the astronaut weight less. The earth has more mass, making the astronaut weigh more. ",2," the moon has less mass, therefore it has less of a gravitational pull making the astronaut weight less. the earth has more mass, making the astronaut weigh more. "
STDT 7504,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2020-08-11 08:08:29,2020-08-11 08:16:06,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", His weight would be less because there is no gravity on the moon. On earth there is gravity so his weight would be more on earth than the moon. ,1, his weight would be less because there is no gravity on the moon. on earth there is gravity so his weight would be more on earth than the moon. 
STDT 7507,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-08-15 15:25:08,2022-08-15 15:33:19,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", There is less gravity on the moon so your weight is less than it is on Earth. ,2, there is less gravity on the moon so your weight is less than it is on earth. 
STDT 7513,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-10-25 13:28:26,2019-10-25 14:17:26,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",The astronauts weight is different because their body will float and be all bouncy while Earth people are dragged down. ,2,the astronauts weight is different because their body will float and be all bouncy while earth people are dragged down. 
STDT 7514,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-05-07 13:14:42,2020-05-07 13:22:07,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.","An astronaut's weight is different on the moon because weight is the gravitational force put on an object with mass. Since the moon is much smaller than earth and has a weaker gravitational pull, the astronaut's weight will be about 1/6 of his/her weight on earth.",2,"an astronaut's weight is different on the moon because weight is the gravitational force put on an object with mass. since the moon is much smaller than earth and has a weaker gravitational pull, the astronaut's weight will be about 1/6 of his/her weight on earth."
STDT 7516,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-07-27 17:02:59,2022-07-27 17:25:18,1,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut's weight would be different because on the moon there is less gravity. ,2, an astronaut's weight would be different because on the moon there is less gravity. 
STDT 7521,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2021-06-24 07:25:09,2021-06-24 07:33:33,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", A astronaut weight is different when they are on the moon and in earth there weight is difference because there is air and that makes it no gravity which makes them float. ,1, a astronaut weight is different when they are on the moon and in earth there weight is difference because there is air and that makes it no gravity which makes them float. 
STDT 7525,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2021-05-14 16:01:39,2021-05-14 16:09:43,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", It is different because the moon has less gravitational force. ,1, it is different because the moon has less gravitational force. 
STDT 7526,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-06-13 19:52:16,2020-06-13 20:03:57,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.", An astronaut's weight is different on the moon and on then it is on Earth because the gravity is different i this two places. The strength of the gravity is smaller than it is on Earth. Weight is measured by how hard the gravity pulls you down. The greater the pull of gravity on an object the more it is going to weight.,2, an astronaut's weight is different on the moon and on then it is on earth because the gravity is different i this two places. the strength of the gravity is smaller than it is on earth. weight is measured by how hard the gravity pulls you down. the greater the pull of gravity on an object the more it is going to weight.
STDT 7527,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-10-07 11:51:02,2019-10-07 12:03:22,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",The weight of an object means the amount of gravity that pulls down on an object or person. This means that if you are near earth then gravity will pull you toward earth if you are in space than gravity will not pull you because there is no gravity.,2,the weight of an object means the amount of gravity that pulls down on an object or person. this means that if you are near earth then gravity will pull you toward earth if you are in space than gravity will not pull you because there is no gravity.
STDT 2904,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-10-29 15:40:27,2021-10-29 15:46:56,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," Because gravity works differently on the moon, the gravitational pull is less on the moon. ",2," because gravity works differently on the moon, the gravitational pull is less on the moon. "
STDT 7530,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2021-08-24 12:51:30,2021-08-24 13:10:49,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The weight between earth and the moon is very different on earth. There is gravity, so it pulls you down, so you are heavier. On the moon there ",1," the weight between earth and the moon is very different on earth. there is gravity, so it pulls you down, so you are heavier. on the moon there "
STDT 7531,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-09-30 11:44:25,2019-09-30 11:50:19,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",gravity is in effect on earth but is not as strong on the moon.,2,gravity is in effect on earth but is not as strong on the moon.
STDT 7532,TCH 23,01.01 Gravitational Law,65,19,7,4,2,2019-10-08 15:21:13,2019-10-08 15:47:42,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",the moon has no gravity the earth witch makes you way half as much on moon than the earth. ,1,the moon has no gravity the earth witch makes you way half as much on moon than the earth. 
STDT 7537,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2022-09-02 10:39:28,2022-09-02 11:29:58,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," There is less gravity on the moon. Also, weight needs gravity to be a big number. meaning if you are in space and you brought a scale with you, checked yourself on it, it would be zero. ",2," there is less gravity on the moon. also, weight needs gravity to be a big number. meaning if you are in space and you brought a scale with you, checked yourself on it, it would be zero. "
STDT 7542,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2021-09-02 16:27:20,2021-09-02 16:28:56,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," The weight changes due to how far an object is to another object, but mass stays the same for example weight by earth= 175 ibs (778 N) mass= 79 kg weight by the moon = 291 ibs (129 N) mass = 79 kg  ",2," the weight changes due to how far an object is to another object, but mass stays the same for example weight by earth= 175 ibs (778 n) mass= 79 kg weight by the moon = 291 ibs (129 n) mass = 79 kg  "
STDT 7547,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-09-17 14:30:03,2019-09-17 14:41:34,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",The gravity is stronger on the earth than on the moon.,2,the gravity is stronger on the earth than on the moon.
STDT 7549,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2019-01-13 16:53:48,2019-01-13 17:03:30,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth.",Because the mass on the moon is smaller the gravitational force is less so you weigh less on the moon than you do on earth.,2,because the mass on the moon is smaller the gravitational force is less so you weigh less on the moon than you do on earth.
STDT 7553,TCH 23,01.01 Gravitational Law,65,19,7,4,4,2020-08-27 09:57:19,2020-08-28 09:54:02,0,0,SC.6.P.13.2,01.01R,"In your own words, describe why an astronaut's weight is different on the moon than it is on Earth."," There is less gravitational force on the moon there is on the Earth, which explains why when astronauts visit the moon and walk or jump into the air they float higher than they would on Earth. ",2," there is less gravitational force on the moon there is on the earth, which explains why when astronauts visit the moon and walk or jump into the air they float higher than they would on earth. "
