id,response
STDT 5394," The weight on earth is based on gravity, so if the astronaut was on the moon, he would way less because the moon has less gravity than earth does, and if he was in space they would not weigh anything. The astronaut would still have the same mass though on the moon and in space as they did on earth "
STDT 5400, There is less gravitational force on the moon than on the earth.  
STDT 5402, because on the moon there is 0 gravity  
STDT 3885," The amount of gravity on the moon is less than on earth so, the astronaut weighs less on the moon than on earth.  "
STDT 4804, Because gravity is very different from earth!  Everything is alot lighter! Astronauts would float and feel very light because they arent used too little to none gravity. 
STDT 5413, Earth has more gravity than the moon because earth is bigger than the moon. Since weight depends on both mass and gravity that mean's astronauts weight less on the moon.  
STDT 5414, The moon's gravity is less than the Earth's. 
STDT 5428, Their weight changed but not their mass. Weight is a measure of force. It needs an object to have mass and gravity. 
STDT 5431, The moon is smaller than the earth so that mean that you'll have a smaller amount of weight than when you are earth because that earth has a larger amount of earth. 
STDT 5433, because the earth is way bigger and has more mass than the moon.  
STDT 5436, An astronaut's weight is different on the moon than it is on earth because the gravitational pull on the moon is way less than on earth. 
STDT 5438,    He weighs more on earth because the force of gravity on the moon is less than the gravity on earth.   
STDT 5444, It is different because there is less gravity on the moon than earth.  
STDT 5448, Because there is no gravitational force on the moon. No gravity. The earth is big and has mass which has a lot of gravitational force and pull the astronaut down on earth. 
STDT 5453, Our weight on the moon is less than it is on earth because a difference of the strength of gravity on the moon because the moons' gravity force is determined by the mass and the size of the moon which is 1/6th of the size of the earth as a result we would weigh less on the moon.  
STDT 5456, There is less gravity and mass on the moon then earth 
STDT 5457, Earth is bigger then the moon and the doesn't have a lot of mass so the moon is weaker and. 
STDT 5462, The gravitational force is affected by the distance  
STDT 5463," The astronaut's weight is different on earth because there's gravity, and no gravity in space so, there for the astronauts weight will not be the same.  "
STDT 5465, because the gravitational field strength is much less. 
STDT 5471, Astronaut's weight is different on the moon because the Moon has less mass then the Earth. 
STDT 5472, The weight on the moon would be less because there is less gravity and the weight would be more on earth because there is more gravity.  
STDT 5474," Due to the weight of the moon being less than earth it does not have as much of a gravitational pull, for example if earth were to be the size of the moon, it would feel the same as walking on the moon. Although people might have a different way of transportation. "
STDT 5480, The moon has less gravity then the Earth there for of the force the pull of the gravity on the moon is less and you also wheight less.  
STDT 5481," The gravitational field strength of the moon is 1.6 N/kg. So this means for each kilogram of mass, an object will experience the moons gravitational strength. So now we know how a astronaut will weigh differently. Astronaut's could also jump higher and leap farther than they could do on earth. "
STDT 5485, n 
STDT 5493, The weight of an astronaut is different on the moon than it is on earth because the gravitational pull is weaker on the moon.  
STDT 5497, on earth the gravity is stronger which means that he is more held to the ground but on other planets it is weaker which means he is not held to the ground as much. 
STDT 5499,"  An astronaut's weight is different on the moon than it is on Earth because the moon has a weaker gravitational force,  so your weight will be less on the moon than on earth.   "
STDT 683, An astronaut's weight is different on the moon because the gravity of the moon is different than the Earth's gravity. 
STDT 5514, The moon has less gravity than the earth. An astronaut weighs less on the moon than on earth but his or hers mass remains the same.  
STDT 5516, There is more gravity on Earth than on the the Moon therefore the astronaut would weigh less. 
STDT 5517, It's because weight is a measure of force it requires an object to have mass an gravity   
STDT 5519, Cause the gravity is different on both. 
STDT 5521, Because on the moon the gravitational force isn't as strong as the gravitational force on earth. 
STDT 5522," If an astronaut is on the moon, there is less mass on the moon, so the force of attraction is less than here on earth.  "
STDT 5535, when you are on earth you way more. When you are on the moon you way less. That is because when you are on the moon you using more gravity then when you are on the earth. 
STDT 5536, It isn't different all that is happening is they are floating. 
STDT 5537, because of the difference between the gravitational pull. 
STDT 5538, An astronaut's weight on the moon and on Earth is different because the moon does not have a lot of gravity therefore they will not weigh as much as they would on Earth because Earth has lots and lots of gravity. 
STDT 5541," Because weight is the force of gravity on an object, in the moon the weight of an object would decrease, because the weight on an object increases in a location with more gravity and decreases in a place with less gravity, and the moon does not have much gravity, while the earth has more gravity tan the moon. "
STDT 5543," The reason why an astronaut's weight on the moon if different from it is on planet Earth is because of one simple reason, there isn't as much gravity on the moon holding things down. "
STDT 5548, thare are no gravity in space while on the there is an atmosphere giving us gravity without that atmosphere there would be no gravity gravity on earth and no one wood be able to breathe but there is no atmosphere on planet earth giving us what we need to have gravity unlike out in space by the moon they do not have a atmosphere giving them no  gravity. 
STDT 5549," When an astronaut goes to the moon, their weight changes and when they go to earth their weight changes back to normal. Their weight is measured in kilograms. The amount of weight an object has affects the amount of force the object has, but its mass does not change. Mass is the amount of matter an object is, so when an astronaut goes to the moon, the moon is smaller than the earth and has less force to pull objects into it, that's why the weight is different on the moon.  "
STDT 5550," The gravitational pull on the moon is not as strong because the moon is much smaller than Earth.  Earth is much larger, so the gravitational pull is alot stronger. "
STDT 5551, weight is the force of gravity on a object  
STDT 5552, an astronaut's weight is different on the moon than it is on Earth because there is less gravity. 
STDT 5554," Because weight is the gravitational force acting on an object, its weight increases in places with more gravity and decreases in places with less. The moon, for example, has a lower gravity than Earth. So, while an astronaut on the moon weighs less than on Earth, his or her mass remains the same. "
STDT 5558, I think it is because of the gravity because earth has gravity and the moon does not 
STDT 5560, because there isno gravity in space but theres gravity in space. 
STDT 5564," Let's say you weigh 100 pounds on Earth. If you go to the moon you will weigh, let's say you weigh 30 pounds, maybe even less. The reason for this is because of the mass of the moon. On Earth, you weigh 100 pounds. That is how hard the Earth pulls down on you. This is because gravity is two things with mass attracted to each other. That is why the moon stays in the orbit of Earth, and you have mass, so you are attracted to the Earth. So now you are on the moon, you can jump really high because the moon is a lot tinier than the Earth, so its gravity is not as strong. "
STDT 5566, if i was a astronaut and i was traveling to another planet with a much larger mass than earth my weight would be affected because if you were on earth and you weight like 154 pounds on the mood you would weight like no pounds because of the mass of the planets   
STDT 5568, Due to the gravity on Earth compared to the gravity on the and the mass of the object the weight is different because there is less gravity on the moon than on earth. 
STDT 5570," An astronauts weight will change on the moon because his or her weight will decrease but his or her mass will stay the same, Why? Because there is barley any gravitity on the moon than there is on earth. Your weight will be different depending where your at.  "
STDT 5576, The moon has less of a mass than the Earth thar for an astronaut would weigh less on the moon than on the Earth. 
STDT 5578,  Astronauts' weight is different on the moon than it is on the earth because the moon's mass doesn't have as much mass as the earth.  
STDT 5581," On earth, your weight is always greater than on the moon. This is because the moon has a less gravitational pull on an object than Earth. "
STDT 5582, Because  the moon has no gravity and the earth has a bigger mass than the moon. 
STDT 5585, An astronaut's weight is different on the moon than on Earth because there is not as much gravity on the moon as there is on Earth.  
STDT 5588, Because the gravity on the moon is weaker than the earths. 
STDT 5593, why an astronauts weight is different  on the moon then earth is  the gravitational force  
STDT 5602, gravity 
STDT 5604, because ther is low gravity on the moon 
STDT 5606, The astronaut's weight on the moon is a lot less than on the Earth because the moon is a lot smaller than the Earth so that causes the gravitational pull to not be that strong. 
STDT 5608," Because the gravity is different between the moon and Earth Because the gravitational force on earth is bigger Because the mass of the Earth is 6,371,000 miles compared to the moon which is 2,159.2 miles which is 27% of the earths mass and such so that the moon's gravity is 1/6 the amount of gravity on Earth  bc the moon is only 60% as dense of the moon. "
STDT 5609, Because the gravity on the moon is wanting two bring you up makes you weigh less.   
STDT 5610, Their weight is different because the gravity on the earth y=is strong than the moon   
STDT 5611, Because the moon has less mass than planet Earth so it has less gravitational force. 
STDT 5616, On earth its weighed by pounds on the moon it weighed by newton. 
STDT 5617, It is difference because in the outer space their is no gravity. on the earth there is a gravity that pulls you down. their is a big difference because in outer space you float and u can die in the outer space because of no trees that can produce oxygen. on earth there are trees that create oxygen. 
STDT 5618, due to gravity it keeps us down  the moons gravitation force is determined by the mass and the size of there moon 
STDT 5626," The moon has less mass than, so it has less gravity, as a result, the astronaut weighs less. "
STDT 5628, because the moon is smaller. 
STDT 792," The Moon has less mass than the Earth, because the Moon is tinier than the Earth. That's because only about the moon is 60 percent as dense as earth. Which is why the moon's gravitational attraction is less than earth's gravitational attraction, so a person weighs less on the moon. "
STDT 5631," The astronaut's mass won't change, but his/her weight will. The moon is smaller than the earth and has a weaker gravitational pull and makes you weigh less. :)   "
STDT 5632," An astronaut's weight is different on the moon than on the Earth due to the mass of the moon. Since the moon has less mass than Earth, the gravitational force between the astronaut and the moon will be less. This will make the astronaut weigh less on the moon than on Earth. "
STDT 5633, The astronauts weigh less on the moon than on earth because there is less gravity to add with the mass of the astronauts. 
STDT 5639, The gravitational force on the moon is weaker than the gravitational force on earth. 
STDT 5642, The moon is smaller than the earth. The mass and gravity are also different on the moon.  
STDT 5643, The reason why and astronaught's weight is lighter on the moon then it is than Earth is because the moon have less gravity so it make u feel lighter but back on Earth it has more gravity so u will feel heavier. 
STDT 5646,    An astronaut's weight is different because of the force between the person and the moon. 
STDT 5649, the weight is different from the moon because of the moon has less mass than the earth itself. 
STDT 5650, Because This Is No Gravity In Space Only Earth 
STDT 5653," The reason an astronaut's weight changes in  different locations is because the weight of an object will increase in a different location with more gravity and will decrease in a place with less gravity, because weight is the force of gravity of an object. "
STDT 5655," The astronaut's weight is different on the moon than it is on Earth because the force of gravity is different on the moon compared to the Earth. On Earth, the astronaut can weigh 175 pounds. However, on the moon, the astronaut can weigh 29 pounds because there is less gravity than on earth. "
STDT 5660," The weight of an astronaut is different on the moon than on Earth because of gravity. There is more gravity on Earth than on the moon, so the weight of the astronaut is greater on Earth than on the moon. "
STDT 5665," The astronaut's weight is different on the moon because the moon is smaller than Earth which means that the gravitational force of the Earth is stronger than the moon. So, his weight will seem less than what it is on Earth, even though his mass didn't change. "
STDT 5668, It has a less gravitational pull because it has a larger distance from the gravitational force. Because it has a farther distance from earth. 
STDT 5669, The astronaut will weigh the same as a feather because the moon has no gravitational pull.   
STDT 5671," Since the moon is smaller then earth,it has a weaker gravitational pull and also the moon only has 1/6 the gravity that earth does this means you weigh six time less then on the moon then you do on earth. "
STDT 5672, on earth gravitational force pushes your weight down and so you will weight more on earth than on the moon    
STDT 5675, Earth has more gravity then the moon so its a given that he is lighter. 
STDT 5676," On the moon, It will be less gravity than earth because of how much mass there is. if we were on earth we would be weighing more rather than weightless. "
STDT 5677," An astronaut's weight is different on the moon because your weight changes due to the shift of gravity, moon has less gravity compared to earth, so you weigh less on the moon. "
STDT 5683," Astronauts' weights are different on the moon because weight needs mass and gravity, so when we leave the atmosphere it changes how much we weigh. "
STDT 5685, On Earth there is more gravity than on the moon.   
STDT 5688, The astronauts weight is different because weight relies on mass and gravity. 
STDT 5690, Our weight on the moon is less than it would be on earth because of a difference od the strength of gravity on the moon. The moos gravitational pull force is determined by the mass and the sizes of the moos. This is why we weight less on the moon while our mass stays the same.   
STDT 5691, An astronaut on the moon would weigh less because there is less gravitational force than if he was on earth. 
STDT 5692, An astronaut's weight is different on the moon than it is on Earth because  there's less gravity on the moon compared to the  gravity on Earth. So the astronauts would weigh less on the moon even though their mass stays the same.  
STDT 5695, Gravity. =] 
STDT 5696, astronauts weight is different on moon than it is to earth because of mass and the moon is smaller than the earth so theres less gravitational force on the moon than the earth. 
STDT 5009," Since the moon is smaller than the earth, it has a weaker gravitational force. In fact, 1/6 the gravity that earth does. you weight six times less on the moon than you do on earth. "
STDT 5701, There isn't any gravity on the moon pushing down on you making you lighter.  
STDT 5702," An astronaut's weight is different on the Moon than on Earth because of gravity, weight, and mass. Mass is measured in kilograms, while weight is measured by pounds. There is less gravity on the Moon than on Earth so an astronauts weight would be different on the Moon than on Earth. "
STDT 5703, The moon is smaller than earth so the gradational pull would be less. The astronaut  will have less pull from gravity on the moon so he will weigh less.      
STDT 5704,"  An astronaut's weight is different on the moon than on Earth, because Earth has a greater gravitational pull than the moon. "
STDT 5711," An astronaut's weight is different on the moon than it's on Earth's mass, which makes us weigh more than the moon. "
STDT 5713, An astronauts weight is different on the moon because the moon doesn't have gravity.  
STDT 5714, Astronaut's weight is different on the moon than it is on earth because when astronaut's are on the moon gravity is less on earth gravity 10x more. 
STDT 5718," It is because the mass of the moon is different than the earth, so you will weigh less than on the earth. "
STDT 5721," The moon has less gravity than earth that why when you're on the moon your as light as a feather and on earth you stay on the ground it's all because gravity, "
STDT 5726, The astronaut's weight is different on the moon than on Earth because there is not as much gravitational force because it is smaller.  This changes the mass making the gravitational force smaller. 
STDT 5731," An astronauts weight is affected By the amount of mass, but it's mass is lower on earth. "
STDT 5733, The gravity on the moon is less than on earth. 
STDT 5735, because on the moon you have less gravity. 
STDT 5736, the moon has less gravity than earth does. 
STDT 5738, because earth has more mass than the moon. 
STDT 5747, an astronaut's weight is different on the moon than it is on earth because there is less gravitational force is less on the moon 
STDT 5754," On Earth, we have more gravity than the moon and the less gravity means the less you weigh.  "
STDT 5756," The gravity is different on the moon, so it will affect the astronaut's weight. "
STDT 5760," The astronauts' weight on the moon is different than on earth because there is less gravity on the moon, which means the weight decreases, but on earth the gravity is more, so the weight is heavier. "
STDT 5765, It is different because the gravitational pull of the Earth is greater than the Moons. That means that an astronaut will weigh more on Earth than on the Moon.   
STDT 5767,   Your matter stays the same anywhere but your weight changes at different locations in the universe. Your weight changes because weight is the amount of gravitational force on your mass. 
STDT 5768, There is also a much smaller amount of gravity on the moon compared to the earth. Weight is a measure of gravity pulling mass toward the scale. So the person will weigh less as a number but have the same mass.   
STDT 5771, they weigh different because earth is 3x more weight than the  moon. 
STDT 5774, Because there is less gravity on the moon that's why your weight is not the same. 
STDT 5775," When the astronaut's weight is on earth, it will be much heavier on Earth when there's gravity, but if he is on the moon, the force of gravity decreases since the moon is farther away from Earth. If the astronaut jumped, it wouldn't be so hard on the moon, then if he was on earth. "
STDT 5777," In space, there is no Gravity but on earth we have gravity so that we don't start floating all around the earth. "
STDT 5780," When there is a smaller gravitational pull you will have a smaller weight so when you're in space you will have a smaller weight than what you havemon earth.m ,nk  "
STDT 5781," Earth has more mass than the moon. Since the moon has less mass, the force of attraction (gravity) is less, which causes a person to weigh less. "
STDT 5783," I get lighter when im in space because I only have mass not gravity or force, so I won't weigh as much as I did on earth. So on earth I might weigh 175 pounds but in space I'll weigh 29 pounds.  "
STDT 5784, The gravitational pull is different on the moon. There is less gravity on the moon so the astronaut weighs less than when they are on Earth.  
STDT 5786," The moon has less gravity than the Earth due to having less mass and greater distance from other planets. As a result, an astronaut's weight differs on the moon than on Earth. "
STDT 5791," The Weight of an Astronaut is different on the moon than the Earth because, the moon has less gravitational force on an object (Astronaut) than on Earth. "
STDT 5792, their weight increases. 
STDT 5793," An astronaut's weight is different on the moon than on the Earth because of gravity. On the moon there is no gravity, so the astronaut will weigh less.On the Earth there is gravity, so the astronaut will weigh more. "
STDT 5794," The reason why astronauts are lighter is because the moon is smaller than the earth and has less mass than the earth, which means the moon has a weaker gravitational pull than the earth. "
STDT 5800," Because the moon has less mass than the earth, it has less gravity. Therefore, the astronaut will have less gravity to weigh him or her down, making the astronaut weigh less. "
STDT 5803," The earth and the moon have different gravitational pulls.  The earth's weight is much more than the moon, therefore the earth's gravitational pull is stronger than the moon. "
STDT 5809," yes, because with more gravity on a object the weight of it increases. "
STDT 5812, On earth gravity isnt the same as it is on the moon. The astronaut will be lighter and he will float on the moon. 
STDT 5815, The moon has zero gravity and the astronaut would become weightless on the moon. 
STDT 5816, the moon is smaller so it has less gravity 
STDT 5818," When people go to outer space and through the exosphere, then their body has to get used to being up in space and it will make them feel very light, then when they come back down it is going to make them feel very heavy. "
STDT 5819, The gravitational pull on the moon is much less than earths gravitational pull and your weight changes depending on how much gravity there is somewhere so for an example your body weight in space is nothing because there is no gravity in space so there for your body will weight less on the moon.     
STDT 5821," The less mass an object/location has means it has less gravitational pull, which means you weigh less like the moon and earth. If the object/location has more mass it has more of a gravitational pull, which means you weigh more.   "
STDT 5822, this is because the moon has one sixth the gravity of earth 
STDT 5826, a  astronauts weight is different because  gravity is not as strong on the moon than earth so what means that the astronauts weight less   
STDT 5828, because there is less gravity on the moon so it causes them to weigh less... 
STDT 5829, The weight of your body decrease when your on the moon but the mass does not. 
STDT 5833," Yes, because the moon's mass is less than earth's mass, making the astronauts weigh less. "
STDT 5836, It's different because the weight is measure of an object to have both mass and gravity. 
STDT 5838," The reason it is different is because, as you get closer to the moon, the gravity decreases. "
STDT 5839, the weight would change from acceleration and weight on the moon is 1/6 times to weight on earth so we would weigh less on the moon than earth. 
STDT 5843," They require gravity, because there is not any gravity on the moon, you can't have an exact measurement in pounds of weight. "
STDT 5847, The astronauts' weight is changing in space because gravity is making you weigh  
STDT 5848," The moon has less gravity than the earth, therefore the astronaut's weight decreases.   "
STDT 5849, the weight changes in space. on earth can change but not by you floating in the air. but we do have gravity but we dont float. 
STDT 5854," There is less gravity on the moon then on the earth, so the astronaut would weigh less on the moon. "
STDT 5856," On the moon the gravity is less than it is on the earth. Astronauts have less body weight on the moon than the earth, so  they are heavy on earth. which means the moon has more gravity.   "
STDT 5860," It's because weight is a measure of force; it requires an object's mass and gravitational force. On Earth, your weight is measured in pounds and your mass is measured in kilograms. Your weight is different on the moon due to gravity. However, your mass is the same everywhere!   "
STDT 5861," The astronaut's weight is different on the moon because the moon has less gravity than the Earth. Earth has more gravity. The weight would be less on the moon, but their mass wouldn't change. "
STDT 5862," An astronaut's weight would be different on the moon compared to earth because a location with more gravity would mean a person or thing would weigh more. While on the moon there is less gravity than on earth, so someone's weight would be less than if they were on earth or another location with more gravity.  "
STDT 5864," An astronaut's weight is different in space because in space there is less gravity, meaning that you will weigh less. Unlike on earth, there is way more gravity,  making you much more.  "
STDT 5866, The weight differs because on the moon there is no gravity to hold the astronaut down therefore makes him lighter.  
STDT 5871, An astronaut weight is different on the moon then the earth because on earth gravity pulls you down and on the moon it's not as much. 
STDT 5873, On the moon the gravity is different because there is less gravity on the moon then on the earth      
STDT 5874, The reason why an astronaut's weight changes on the moon is because of the gravitational force. The gravitational force on the moon is less than on Earth because of the size difference. 
STDT 5956, An astronaut's weight is different than on the moon then it is on earth cause the less gravity maybe less the weight and pull on the moon. 
STDT 5965, I think an astronaut's weight is different on the moon because if you weight yourself on the moon you'll have a spacesuit which could and weight on to you.  
STDT 5966, Because the moon has less gravity than earth. 
STDT 5967, An astronaut's weight is different on the moon than on Earth because gravity relies on the mass of an object and the moon is much smaller than the earth so it would have less mass so the moon would have less of a gravitational pull. 
STDT 5970," An astronauts weight is different on the moon than it is on Earth is because the moon is smaller than Earth and more dense, meaning she would only weigh about one sixth as much as she did on Earth. Yes I said she because women are astronauts too. "
STDT 5975, Weight is affected by mass and gravity. The Earth has more gravity than the moon and that's why we weigh more on Earth than the moon. 
STDT 5979, because the gravitational field strength is much less 
STDT 5987,   The reason is because the gravitational force on the moon is less than it is on earth. 
STDT 4374,                     our weight on moon is less than it is on earth because of a difference of gravity on the moon. the moons gravity is determined the mass and size of the moon. 
STDT 5994, because on the moon there is almost no gravity  which means there wait isn't pulling them down 
STDT 5995, It is different because Earth has more gravity than the moon does. 
STDT 6001," The earth's gravity is more than the moon's gravity. Weight is the force of gravity on an object, so the weight of an object increases with more gravity and decreases with less gravity . The moon's gravity is less than earth's, therefore an astronaut weighs less on the moon. "
STDT 6003, The weight of an astronaut is different on the moon because the gravitational force is less than Earth. 
STDT 6004,  The weight on the moon is different because there is less gravity on the moon. The astronaut's mass stays the same in both places.    
STDT 6010, Weight depends on mass and gravity. This is why weight changes depending on the location. 
STDT 6011, Because there is gravity on earth and there is not as much on the moon. 
STDT 6014," An astronauts weight is different because the moon has less mass which means it has less of a gravitational pull than earth, you'd weigh less. "
STDT 2777, because the gravity is less on the moon than earth.
STDT 6016, Astronaut's weight is different on the moon because t he moon's surface gravity is weaker because the moon is smaller than the earth. 
STDT 6019," An astronaut's weight is different on the moon than it is on Earth, because of the gravitational force pulling them down to Earth. A simpler way to put it, is that the astronaut will weigh more on Earth than on the moon. "
STDT 6020, On the earth an astronauts weight is almost double the weight on the moon because there is less gravity on the moon than there is on earth. 
STDT 6022, Why the astronaut`s weight would be different is because the moons mass is smaller so the astronauts weight would be different because there is less gravity.
STDT 6023, because the astronaut is floating. 
STDT 6024, It is different on the moon because on the moon or in space there is no gravity  
STDT 6027, because Eath has a differnet gravatational pull 
STDT 5454," The moon is  smaller  that the Earth, because the moon weigh less  six times then the  earth because the gravity is pulling. "
STDT 6035, The astronaut's weight is different because the moon's gravity is less than Earth's. As the astronaut gets further away from Earth his or her weight decreases but his or her mass stay the same.   
STDT 6043,"It is different because on the moon there is less gravity , which changes the weight of the astronaut. Weight depends on how much gravity there is."
STDT 6044, the moon has less gravitational pull than earth.  that's why it decreases astronaut's weight on the moon.
STDT 6045,Because of the mass.
STDT 6047, The force of gravity on an object is weight so that means that somewhere like the moon has less gravity so your weight decreases however Earth has more gravity so our weight increases.  
STDT 6050, weight is a force of gravity the more gravity the more weight you have so the less gravity the less you weight so if your in space you wouldn't weight a lot because  there is less gravity 
STDT 6053," An astronaut's weight is different on earth then on the moon because there is more mass on earth than there is on the moon. Causing less gravitational force.  As shown on slide four of lesson 1.01.  This is because the mass i so small, there is less room for gravitational force. Meanwhile, Earth is huge, so there is more space for gravitational; force.   I like to think of it as a class and a bus. The bigger the bus, the more kids can fit inside so there are more bags. The smaller the bus the fewer kids inside it which means the fewer bags. The kids being mass and the bags being the gravitational force.     Therefore, you weight more on Earth than you do on the moon. "
STDT 6055," There is less gravity on the moon, so you way less. "
STDT 6057," Because there is no gravity in space, you will now weigh anything but on earth, because there is gravity, you will weigh what you weigh. "
STDT 6060, maybe becausemoon dosentint have a lot of gravity 
STDT 6062, On the earth  gravity is  stronger 9.807 m/s² stronger then the moon the moon is1.62 m/s² different  from the earth.  
STDT 6063, The masses are different and the size 
STDT 6065," since earth has a bigger atmosphere than the moon, the moons atmosphere is not as strong as earths atmosphere. "
STDT 6067," The astronaut's weight is different, because on Earth, there is more gravity. On the moon, it has less gravity. More gravity helps the astronaut stay down and gain more weight. Less gravity helps the astronaut stay down, but she/he doesn't gain as much weight as on Earth. "
STDT 6068," Because the moon is smaller than the earth and about 60 percent as dense, the astronaut's weight is only about one-sixth of what it would be on earth. "
STDT 6076," There is no gravitation force on the moon but on the earth there is a gravitation force on earth. so, if you go on a scale on the moon you would have no weight rather then earth. "
STDT 6078," On earth we are closer, so the gravitational force is stronger, giving us our weight . That is why we will not float away. But on the moon we are far away, so the gravitational force does not reach us on the moon, making us not have weight. but have mass "
STDT 6081, The reason why astronauts weigh different on the moon is because there is no gravity in space. 
STDT 6085," An astronaut on Earth weights 175 pounds(778 N) and their mass is 79kg. On the moon, an astronaut weights 29 pounds(129 N) and their mass is 79kg. This is like this because weight depends on both mass and gravity and it changes wherever they are at. Weight increases at a location with more gravity, and decreases at a location with less gravity. The moon has less gravity than Earth, so astronauts weigh less when they're on the moon. "
STDT 6086, The amount of gravity is greater on Earth then the moon. 
STDT 6088,The weight is different because and astronaut's weight increases with more gravity and decreases with less gravity.  There is more gravity on earth than on the moon.  The mass stays the same.
STDT 6089, It is because there is less gravity on the moon. 
STDT 6090," The reason an astronauts weight is different on the moon than it is on earth is because the amount of gravitational force on the moon is less than on earth. Therefore, their weight is less on the moon. "
STDT 6092,The moon has less mass and gravity because it is smaller than the earth. 
STDT 6095," The moon has less mass than Earth, so it has less gravity. Mass stays the same, but weight changes when gravity changes. On the moon, your weight is less because there is less gravity. "
STDT 6096, Because the mass of the moon is different do that means your weigh will be different 
STDT 6101, There weight on the moon is different because there's no gravity so if an astronaut weight about 100 pounds mass 45kg on earth with gravity.The with no gravity he would weight about 16 lb but his mass would still be the same 45kg. 
STDT 6102, The astronauts weight changed because the amount of gravity changed and mass cannot change in a persons body unless you're takingout some thing from the person.  
STDT 6105," The reason the weight is different on the moon and on the Earth is because, the moon has less gravitational force than the earth. Thats because the mass of the moon is less and the moon is smaller than the mass and size of the earth. "
STDT 6110," The astronauts weight is different because on the moon there is no gravity pushing down on them, so they weigh less, but on Earth they weigh more because there is gravity pushing down on their bodies. "
STDT 6115, Hour weight is different on earth and space because of gravity there is no gravity in space because the planets orbit instead of hitting them which means that an object falls towards a planet due to gravity that’s why space has no gravity and earth does
STDT 6118, On earth a man can be 201 lbs and gravity and mass can make him feel 201 or more. But on the moon the same man can feel like 35 lbs because gravity is less strong on the moon. That same man can feel like he's only 15 lbs in outer space because gravity and mass are not as strong as they are on earth. 
STDT 6125, the moon has less mass then the earth does.  the moon is far away from the earth so the astronaut ways less because he is far away from the earth 
STDT 6127," Since the moon has less gravitational pull than earth, astronauts on the moon would not be pulled down as much as they would be on earth. So, astronauts would be lighter on the moon than on earth."
STDT 6129, An astronaut's weight is different on the moon then on earth because the mass of the moon is smaller. This is because the less mass the smaller amount of a gravitational pull. 
STDT 6141, The earth is bigger and has a bigger gravitational 
STDT 6144,Mass stays the same but weight changes depending on the gravitational force. 
STDT 6145,The astronaut's weight decreases on the moon because there is less gravity on the moon then on earth.
STDT 2011," the gravity on the moon  is less than on the Earth's. So  the astronaut weight is  less on the moon than on Earth, but the astronauts weight  remains the same."
STDT 6148,"There is less gravity on the moon, so you way less. "
STDT 6151," The moon's gravity has less gravity than the earth's gravity, so the astronaut's weight on the moon is less than on the earth, but their mass is the same. "
STDT 6161,  An astronaut's weight is different on the moon than it is on Earth because Earth has more mass which means more gravity pushing down on us. 
STDT 6163, On the earth there is more gravity so you weigh more. On the moon there is less gravity so you weigh less.
STDT 6164, Their weight is different on the moon because the gravitational pull in space isn't as strong than on earth so it makes the astronauts weight is decreased. 
STDT 6165, The weight of an astronaut increases in a place with more gravity and decreases in a place with less gravity.
STDT 6171," The moon doesn't have gravity, but on Earth there is gravity. "
STDT 6173, The moon has weaker gravitational pull than earth does. 
STDT 6174, The gravitational poles are weaker on the moon then they are on earth. 
STDT 6187, The astronauts weight is different on the moon because weight depends on the gravity.  The moon has less gravity than Earth. 
STDT 6188, An astronaut's body ways less on the moon compared to the earth. 
STDT 6192," On the moon, there is no gravity. On earth, gravity is pulling us down. "
STDT 6194," The moon's gravity is way less than Earth's gravity. Therefore an astronaut weighs less on the moon than on Earth, but the mass still stays the same. "
STDT 6199, The gravity there is less gravity on the moon then on earth 
STDT 6202, the moon is smaller than earth. which means that here is less gravity on the moon. because of the gravity it would look and feel like i weighed less.
STDT 6204," An astronauts weight on the moon would vary then their weight on earth because, weight depends on gravity and mass.         "
STDT 6206," An astronaut's weight is different on the moon because the moon has less mass, which means that his or her weight will be less. "
STDT 5567," there is less gravity in the moon. therefore, in the Earth there is a lot more gravitational force. this means that austronats can be able to jump and not be quickly pushed down.  "
STDT 6215, cas garavity is less on so the weight would be less 
STDT 6218," Astronaut's weight is different on the moon than it is on Earth because mass weight refers to a measure of force and a object has both mass and gravity. The moon has less gravity than Earth, so in Earth you are going you are going to weigh more."
STDT 6220," When astronaut's go to the moon and earth they will realize that there weight will change this is because of gravity.Due to the location they are in the gravity will change and so will your weight. In areas with more gravity your weight will increase, but when they go to a place with less gravity your weight will decrease. "
STDT 6224, The reason why your weight is different on the moon than on the Earth is because there is less gravity on the moon. 
STDT 6225," On the moon, you are lighter because there is less gravity on the moon than on earth. "
STDT 6226, The strength of the gravity on the moon is made from the mass and size of it. 
STDT 6228, beacaus moon is bigger than the astronaut 
STDT 6230," An astronauts weight is different on the moon than on Earth because there is no gravity on the moon, and gravity will have an impact on things in the universe. "
STDT 6237," An astronaut can weigh 190 pounds but on the moon, they can weigh 20 pounds. "
STDT 6242, Because weight is just how gravity affects you. On earth you weigh more then on the moon because it has less gravity so in space you weigh nothing. 
STDT 6243,The less gravity there is the less weight astronauts will weigh.
STDT 6246," We weigh less on the moon because the gravitational force is greater on the earth, and less than the moon. The moon is smaller, so its gravitational field strength is only about one-sixth of the Earth's."
STDT 6251," There's less gravity on the moon than there is on the earth. Therefore, the astronauts' weight is less on the moon than it is on the earth. "
STDT 6254, It will be lighter because he is on the moon 
STDT 6255," If you went to the moon, you would weigh less even though your mass stays the same. "
STDT 6258,There is less gravity on the moon than on earth.
